1789222139352	segcfg	400	300	3.0	150
1789222238743	asr	pt2ru	No.	Нет.	MT · без озвучки	832.0	-33.6	-41.5	7.8	1789222238543	130	68
1789222240821	asr	pt2ru	Ela vai me mandar.	Она меня пришлет.	MT · без озвучки	1664.0	-18.8	-40.0	21.2	1789222240547	180	93
1789222247691	asr	pt2ru	que vocês estão falando.	О чем вы говорите.	MT · без озвучки	1888.0	-26.6	-40.1	13.5	1789222246943	448	298
1789222253000	asr	pt2ru	tarde para se aprender.	Поздно учиться.	MT · без озвучки	1920.0	-25.8	-39.5	13.6	1789222252746	173	79
1789222257906	asr	pt2ru	Faça assim como lhe digo.	Сделай так, как я тебе сказал.	📖 корпус · без озвучки	1600.0	-22.3	-40.3	18.0	1789222257756	147	1
1789222263358	asr	pt2ru	Você sabe onde moramos?	Ты знаешь, где мы живем?	📖 корпус · без озвучки	1824.0	-18.1	-41.4	23.3	1789222263148	207	1
1789222268920	asr	pt2ru	Eu não te conheço.	Я тебя не знаю.	📖 корпус · без озвучки	1728.0	-22.4	-42.3	19.9	1789222268752	165	0
1789222275868	asr	pt2ru	A parte superior da montanha está coberta de neve.	Верхняя часть горы покрыта снегом.	📖 корпус · без озвучки	3008.0	-22.7	-42.2	19.4	1789222275548	317	2
1789222281099	asr	pt2ru	Preciso ir dormir.	Мне пора идти спать.	📖 корпус · без озвучки	1600.0	-23.5	-42.2	18.6	1789222280951	145	0
1789222286324	asr	pt2ru	Eu quero que você use isso.	Я хочу, чтобы ты надел это.	📖 корпус · без озвучки	1856.0	-22.3	-42.7	20.4	1789222286155	166	1
1789222291506	asr	pt2ru	Eu sei o que fiz.	Я знаю, что я сделал.	📖 корпус · без озвучки	1536.0	-22.3	-42.2	19.9	1789222291353	150	1
1789222297672	skip_lang	pt2ru	Also live up there.		0.00	1312.0	-22.2	-40.6	18.4	1789222297544	125	0
1789222303106	asr	pt2ru	Eu não moro com o Tom.	Я не живу с Томом.	📖 выучено≈ · без озвучки	1632.0	-25.3	-40.7	15.5	1789222302947	154	3
1789222308994	asr	pt2ru	Preciso da tua ajuda.	Мне нужна твоя помощь.	MT (2×) · без озвучки	1568.0	-24.7	-39.7	15.1	1789222308351	290	352
1789222314332	asr	pt2ru	Preciso da ajuda de vocês.	Мне нужна ваша помощь.	📖 выучено · без озвучки	2144.0	-21.4	-38.9	17.5	1789222314151	178	1
1789222320115	asr	pt2ru	Recebi sua carta ontem.	Я получил ваше письмо вчера.	📖 корпус · без озвучки	2304.0	-20.7	-38.7	18.0	1789222319753	358	2
1789222327467	asr	pt2ru	Recebi tua carta ontem.	Я получил твоё письмо вчера.	📖 корпус · без озвучки	4128.0	-22.6	-37.1	14.5	1789222327152	314	0
1789222334114	asr	pt2ru	Que cargo você ocupa?	Какая у вас должность?	📖 корпус · без озвучки	5248.0	-23.2	-35.1	11.9	1789222333750	358	4
1789222349462	asr	pt2ru	Tuas mãos estão limpas. Seu relógio está certo. Eu quero poder. Não quero detê-lo.	У тебя чистые руки? Ваши часы идут верно? Я хочу власти. Я не буду останавливать вас.	словарь+MT (3/4) · без озвучки	13568.0	-19.6	-32.8	13.3	1789222348153	953	354
1789222352236	asr	pt2ru	Quero ter de TT.	Я хочу ТТ.	MT · без озвучки	1600.0	-20.7	-31.0	10.3	1789222351950	212	71
1789222357337	asr	pt2ru	Não esqueças a passagem.	Не забудь билет.	📖 корпус · без озвучки	2048.0	-19.0	-29.9	10.9	1789222357158	175	1
1789222363623	asr	pt2ru	Comeu três cachorros quentes.	Он съел хот-доги. 3	MT · маска×1 · без озвучки	2016.0	-19.6	-29.3	9.7	1789222363352	172	98
1789222369089	asr	pt2ru	picado por uma vespa.	Укус осы.	MT (2×) · без озвучки	1920.0	-19.0	-29.0	10.0	1789222368548	383	155
1789222373878	asr	pt2ru	Quanto custa a entrada?	Сколько стоит вход?	📖 корпус · без озвучки	1440.0	-18.6	-29.2	10.5	1789222373750	125	2
1789222379735	asr	pt2ru	Não estou precisando de dinheiro.	Мне не нужны деньги.	📖 корпус · без озвучки	2112.0	-22.8	-29.4	6.6	1789222379554	178	1
1789222385395	asr	pt2ru	dos biscoitos.	Печенье.	MT (2×) · без озвучки	1952.0	-20.2	-28.3	8.0	1789222385146	171	76
1789222395907	asr	pt2ru	Ajudem-me, por favor.	Помогите, пожалуйста.	📖 корпус · без озвучки	1696.0	-21.4	-28.0	6.6	1789222395751	153	0
1789222401529	asr	pt2ru	Somos irmão e irmã.	Мы брат и сестра.	📖 корпус · без озвучки	1984.0	-21.1	-28.3	7.2	1789222401355	171	1
1789222407780	asr	pt2ru	Ela se sentou junto dele.	Она села рядом с ним.	📖 корпус · без озвучки	2176.0	-21.3	-28.8	7.6	1789222407139	639	1
1789222412889	asr	pt2ru	Perdi o trem da sete.	Я пропустил поезд 7.	MT · маска×1 · без озвучки	1888.0	-20.3	-29.2	8.8	1789222412552	143	192
1789222417770	asr	pt2ru	Mangaram de mim.	Они на меня наложили.	выучено (3×) · без озвучки	1376.0	-19.4	-28.5	9.1	1789222417549	137	82
1789222423515	asr	pt2ru	Posso ver televisão agora?	Теперь я могу посмотреть телевизор?	📖 корпус · без озвучки	2048.0	-18.1	-28.5	10.3	1789222423349	164	1
1789222430118	asr	pt2ru	Nós não conseguimos dormir por causa do barulho.	Мы не можем спать из-за шума.	📖 корпус · без озвучки	2816.0	-19.3	-27.9	8.5	1789222429739	366	5
1789222435651	asr	pt2ru	Eu estava falando com vocês.	Я с вами говорил.	📖 выучено · без озвучки	1920.0	-17.6	-27.3	9.7	1789222435348	300	1
1789222444362	asr	pt2ru	Ela é minha namorada.	Она моя девушка.	📖 корпус · без озвучки	1376.0	-17.3	-26.9	9.6	1789222443942	416	1
1789222448453	asr	pt2ru	Muito obrigado.	Большое спасибо	📖 словарь · без озвучки	928.0	-18.7	-26.4	7.7	1789222448351	95	1
1789222454673	asr	pt2ru	A sua o seu nariz.	Твой нос.	MT · без озвучки	2112.0	-19.4	-26.9	7.5	1789222454144	180	347
1789222458866	asr	pt2ru	Sou um turista.	Я турист.	📖 корпус · без озвучки	1216.0	-19.8	-27.3	7.5	1789222458754	110	1
1789222463769	asr	pt2ru	Não é o carro de tom.	Это не машина Тома.	выучено (3×) · без озвучки	1408.0	-17.8	-27.5	9.7	1789222463549	127	91
1789222469165	asr	pt2ru	você saberia disso, então.	Тогда ты бы это знал.	MT (2×) · без озвучки	1664.0	-21.8	-27.2	5.4	1789222468946	143	74
1789222473454	asr	pt2ru	Você entende?	Ты понимаешь?	📖 корпус · без озвучки	1024.0	-21.2	-27.9	6.6	1789222473355	96	1
1789222480116	asr	pt2ru	Tudo ocorreu sem problemas.	Всё прошло как по маслу.	📖 корпус · без озвучки	1856.0	-20.4	-28.5	8.1	1789222479958	156	0
1789222487714	asr	pt2ru	Por favor, você poderia falar um pouco mais devagar?	Пожалуйста, вы могли бы говорить немного медленнее?	📖 корпус · без озвучки	2688.0	-19.8	-29.0	9.2	1789222487351	360	1
1789222493894	asr	pt2ru	Eu machuquei o meu joelho.	Я повредил себе колено.	📖 корпус · без озвучки	1760.0	-19.9	-30.7	10.8	1789222493751	141	1
1789222500060	asr	pt2ru	está contente com o seu sucesso.	Он доволен своим успехом.	MT (2×) · без озвучки	2016.0	-21.4	-31.9	10.5	1789222499553	179	327
1789222504472	asr	pt2ru	Onde estou agora?	Где я сейчас?	📖 корпус · без озвучки	1312.0	-19.0	-33.4	14.5	1789222504349	121	0
1789222509266	asr	pt2ru	Isso é tudo?	Это всё?	📖 корпус · без озвучки	1184.0	-20.5	-35.4	14.8	1789222509148	115	0
1789222524563	asr	pt2ru	Minha irmã canta muito bem.	Моя сестра очень хорошо поёт.	📖 корпус · без озвучки	1664.0	-26.6	-38.4	11.8	1789222519067	5424	69
1789222529344	asr	pt2ru	posso falar.	Я могу говорить.	MT (2×) · без озвучки	1024.0	-22.2	-39.7	17.4	1789222523627	3541	1189
1789222529998	asr	pt2ru	Você acha?	Ты думаешь?	📖 корпус · без озвучки	1088.0	-18.3	-40.8	22.5	1789222528107	645	0
1789222533388	asr	pt2ru	Eu amo você.	Я тебя люблю.	📖 корпус · без озвучки	1120.0	-21.2	-41.3	20.1	1789222532885	499	2
1789222539758	asr	pt2ru	Aquele rádio não é maior do que uma caixa de fósforos.	Это радио не больше спичечной коробки.	📖 выучено · без озвучки	2944.0	-23.3	-41.8	18.5	1789222539408	345	4
1789222545219	asr	pt2ru	Eu sinto muito.	Я очень сожалею.	📖 корпус · без озвучки	1696.0	-31.0	-42.3	11.3	1789222544825	391	1
1789222549350	asr	pt2ru	A vida é curta.	Жизнь коротка.	📖 корпус · без озвучки	1216.0	-24.4	-42.5	18.1	1789222549209	137	1
1789222552516	skip_lang	pt2ru	Ну да, вот они погнул смерть.		0.00	2240.0	-29.9	-41.7	11.8	1789222552211	289	0
1789222555400	asr	pt2ru	A ideia em si não é ruim.	Сама идея неплохая.	📖 выучено · без озвучки	2080.0	-22.6	-41.7	19.1	1789222554605	791	3
1789222562203	asr	pt2ru	Ela gostou do novo vestido.	Ей понравилось новое платье.	📖 корпус · без озвучки	4800.0	-26.3	-41.8	15.5	1789222561228	971	3
1789222566165	skip_lang	pt2ru	Зачем ты ему в покой-то поносишь, что он не услышит тебя?		0.00	4128.0	-23.8	-41.8	18.0	1789222565690	470	0
1789222570102	asr	pt2ru	O Sol é mais luminoso que a Lua.	Солнце ярче луны.	📖 корпус · без озвучки	2112.0	-23.3	-41.6	18.3	1789222569868	230	2
1789222575759	asr	pt2ru	Onde fica a entrada do museu?	Где вход в музей?	📖 корпус · без озвучки	2240.0	-24.7	-40.1	15.4	1789222574913	839	4
1789222580037	asr	pt2ru	Eu não sei onde estão.	Я не знаю, где они.	📖 корпус · без озвучки	3616.0	-24.1	-39.4	15.3	1789222579554	477	1
1789222586312	asr	pt2ru	Não posso viver sem ti.	Я не могу жить без тебя.	📖 корпус · без озвучки	2432.0	-20.8	-39.2	18.4	1789222585040	1250	20
1789222592363	asr	pt2ru	Ele usa óculos.	Он носит очки.	📖 корпус · без озвучки	1472.0	-17.3	-40.0	22.7	1789222589877	2478	3
1789222592499	skip_short	pt2ru	Yeah.			672.0	-37.2	-40.0	2.7	1789222590847	119	0
1789222595506	asr	pt2ru	O tio é rico.	Дядя богат.	MT (2×) · без озвучки	1152.0	-19.5	-39.4	19.9	1789222594639	363	503
