1789222686758	segcfg	400	300	6.0	250
1789222824922	asr	pt2ru	A parte superior da montanha está coberta de neve.	Верхняя часть горы покрыта снегом.	📖 корпус · без озвучки	3360.0	-21.6	-40.8	19.2	1789222824670	248	1
1789222827870	skip_lang	pt2ru	I can't delay.		0.00	2208.0	-32.6	-40.8	8.2	1789222827662	206	0
1789222833658	skip_lang	pt2ru	Ну это ч поправилось?		0.00	5344.0	-22.6	-40.8	18.2	1789222833265	390	0
1789222842263	skip_lang	pt2ru	И как он перерабатывает словарь типа. Ну просто на самом деле, короче, у нас увидеть есть целевые показатели.		0.00	8128.0	-20.5	-40.7	20.3	1789222841676	585	0
1789222852758	skip_lang	pt2ru	Вот у нас есть типа верно в итоговом распознавании. И вот мы типа стремимся хотя бы к 10%.		0.00	10112.0	-22.5	-40.7	18.3	1789222852076	680	0
1789222859535	skip_lang	pt2ru	Упасть Ну то есть, учитывая то, что мы начинали, что здесь было португальском ошибкой пятьдесят семь процентов.		0.00	6656.0	-22.6	-40.9	18.3	1789222859066	466	0
1789222869646	silence	pt2ru				9088.0	-20.4	-40.9	20.5	1789222869065	580	0
1789222875621	skip_lang	pt2ru	Это с учетом того, что есть вокруг разговоры.		0.00	4640.0	-20.3	-40.4	20.2	1789222875269	350	0
1789222881639	skip_lang	pt2ru	Ну, то есть вот там типа шум вентилятора полезка, короче.		0.00	5216.0	-22.1	-40.4	18.4	1789222881067	569	0
1789222886311	skip_lang	pt2ru	Тут вопрос уже зависит в том, типа, какая грустно.		0.00	4576.0	-19.9	-40.7	20.8	1789222885866	442	0
1789222893374	asr	pt2ru	Seu relógio está certo. Será que esse mim?	Ваши часы идут верно? Может быть, это я?	словарь+MT (1/2) · без озвучки	4256.0	-19.9	-41.0	21.1	1789222892667	320	386
1789222902105	skip_lang	pt2ru	Não quero tet. Не это процент нарезки слов на слова.		0.25	7968.0	-19.9	-41.0	21.1	1789222901276	824	0
1789222914486	asr	pt2ru	Não esqueças a passagem.	Не забудь билет.	📖 корпус · без озвучки	11104.0	-20.6	-40.6	20.0	1789222913670	813	1
1789222918055	asr	pt2ru	Fui picado por uma vespa.	Меня ужалила оса.	📖 корпус · без озвучки	2144.0	-18.9	-40.8	21.9	1789222917872	180	1
1789222926378	skip_lang	pt2ru	Половой огонь мне понравилось. Да да.		0.00	4320.0	-20.5	-41.1	20.5	1789222926071	305	0
1789222940692	skip_lang	pt2ru	Сопоставляется фанатический. Согласно. Копокабанная. Это вообще Копакабана.		0.00	12736.0	-20.2	-39.7	19.5	1789222939677	1012	0
1789222945422	asr	pt2ru	Ajudem-me, por favor.	Помогите, пожалуйста.	📖 корпус · без озвучки	1824.0	-19.4	-40.1	20.7	1789222945272	147	1
1789222951050	asr	pt2ru	Somos irmão e irmã.	Мы брат и сестра.	📖 корпус · без озвучки	2144.0	-18.7	-41.1	22.4	1789222950865	182	1
1789222953626	skip_lang	pt2ru	Irma, Irma.		0.00	1600.0	-28.4	-40.7	12.4	1789222953471	153	0
1789222957016	asr	pt2ru	se sentou junto dele.	Он сел рядом с ним.	MT · без озвучки	1856.0	-20.8	-39.1	18.3	1789222956463	164	388
1789222962107	asr	pt2ru	Perdi o trem da Sete.	Я пропустил поезд 7.	MT · маска×1 · без озвучки	1920.0	-19.4	-40.3	20.9	1789222961870	145	90
1789222964448	skip_lang	pt2ru	Ты что, блин, там стену сносишь?		0.00	2048.0	-30.0	-40.3	10.3	1789222964274	172	0
1789222967009	asr	pt2ru	Eles mangaram de mim.	Они посмеялись надо мной.	📖 корпус · без озвучки	1408.0	-18.4	-38.8	20.4	1789222966873	134	1
1789222979681	silence	pt2ru				8448.0	-20.8	-40.1	19.3	1789222979065	614	0
1789222994555	asr	pt2ru	Eu estava falando com vocês, что tipo в эту сторону наоборот. Со стороны. Ela é minha namorada.	Я говорил с вами, ребята, типа, в том, что там, там, там, там, там, там, там, там, там, там, там, там, там, там, там, там, там, там, там, там, там, там, там, там, там, там Это ты. Это ты. Она моя девушка.	словарь+MT (1/3) · без озвучки	11200.0	-20.0	-39.8	19.8	1789222993274	688	590
1789223010146	skip_lang	pt2ru	Короче, с русского в португальский более-менее нормальный, потому что португальский, португальский, типа понятен, бразильская разновидность в русский вариант, она как раз таки типа с ошибкой.		0.00	15008.0	-21.3	-39.2	18.0	1789223008268	1865	0
1789223013007	asr	pt2ru	Não é o carro de Tom.	Это не машина Тома.	📖 выучено · без озвучки	1408.0	-18.7	-40.5	21.8	1789223012866	138	2
1789223018432	asr	pt2ru	Você saberia disso, Tom.	Ты бы знал, Том?	📖 выучено · без озвучки	1664.0	-21.8	-40.7	18.9	1789223018266	163	1
1789223023610	asr	pt2ru	Você entende?	Ты понимаешь?	📖 корпус · без озвучки	1728.0	-22.7	-40.9	18.2	1789223023471	137	1
1789223029446	asr	pt2ru	Tudo ocorreu sem problemas.	Всё прошло как по маслу.	📖 корпус · без озвучки	1888.0	-21.7	-41.7	20.0	1789223029275	168	1
1789223037528	asr	pt2ru	Por favor, você poderia falar um pouco mais devagar?	Пожалуйста, вы могли бы говорить немного медленнее?	📖 корпус · без озвучки	2784.0	-22.9	-42.0	19.1	1789223036657	860	8
1789223043422	asr	pt2ru	Eu machuquei o meu joelho.	Я повредил себе колено.	📖 корпус · без озвучки	1856.0	-23.6	-43.0	19.4	1789223043072	345	1
1789223049797	asr	pt2ru	Está contente com o seu sucesso.	Он доволен своим успехом.	выучено (3×) · без озвучки	2112.0	-19.3	-42.9	23.6	1789223049065	272	456
1789223053905	asr	pt2ru	Onde estou agora?	Где я сейчас?	📖 корпус · без озвучки	1344.0	-18.5	-43.3	24.7	1789223053669	232	1
1789223058392	asr	pt2ru	Isso é tudo?	Это всё?	📖 корпус · без озвучки	1088.0	-20.4	-44.0	23.6	1789223058270	120	0
1789223063419	asr	pt2ru	Eu amo comida coreana.	Я люблю корейскую еду.	📖 корпус · без озвучки	1696.0	-23.5	-44.2	20.7	1789223063268	148	1
1789223068644	asr	pt2ru	Minha irmã canta muito bem.	Моя сестра очень хорошо поёт.	📖 корпус · без озвучки	1728.0	-21.5	-44.6	23.1	1789223068472	169	1
1789223073234	asr	pt2ru	Posso falar.	Я могу говорить.	выучено (3×) · без озвучки	896.0	-17.7	-43.3	25.6	1789223073073	92	67
1789223078214	asr	pt2ru	Você acha?	Ты думаешь?	📖 корпус · без озвучки	1504.0	-18.3	-43.6	25.3	1789223078064	148	0
1789223082597	asr	pt2ru	Eu amo você.	Я тебя люблю.	📖 корпус · без озвучки	1344.0	-18.9	-43.8	24.8	1789223082468	128	0
1789223089368	asr	pt2ru	Caixa de fósforos.	Спички.	MT · без озвучки	1280.0	-21.3	-39.2	17.8	1789223088867	398	101
1789223094227	asr	pt2ru	Eu sinto muito.	Я очень сожалею.	📖 корпус · без озвучки	1600.0	-24.2	-40.3	16.1	1789223094066	159	1
1789223098984	asr	pt2ru	A vida é curta.	Жизнь коротка.	📖 корпус · без озвучки	1248.0	-20.1	-40.8	20.7	1789223098862	118	2
1789223104476	asr	pt2ru	Em si não é ruim.	Это не так уж плохо.	MT · без озвучки	1600.0	-18.8	-40.5	21.7	1789223104259	133	82
1789223109401	silence	pt2ru				1440.0	-18.6	-40.7	22.1	1789223109268	131	0
1789223123466	asr	pt2ru	O sol é mais luminoso que a lua.	Солнце ярче луны.	📖 корпус · без озвучки	2208.0	-27.1	-38.8	11.7	1789223119051	4352	59
1789223128213	asr	pt2ru	Onde fica a entrada do museu?	Где вход в музей?	📖 корпус · без озвучки	1696.0	-27.3	-40.5	13.1	1789223124263	3938	1
1789223129438	asr	pt2ru	Eu não sei onde estão.	Я не знаю, где они.	📖 корпус · без озвучки	1472.0	-25.5	-42.0	16.5	1789223128943	489	2
1789223135563	asr	pt2ru	Não posso viver sem ti.	Я не могу жить без тебя.	📖 корпус · без озвучки	1728.0	-27.9	-43.9	16.0	1789223134244	1306	11
1789223139838	asr	pt2ru	Ele usa óculos.	Он носит очки.	📖 корпус · без озвучки	1472.0	-24.9	-44.9	20.0	1789223139289	544	3
1789223144526	asr	pt2ru	Meu tio é rico.	Мой дядя богат.	📖 корпус · без озвучки	1344.0	-28.3	-46.1	17.8	1789223144083	439	1
1789223163899	skip_short	pt2ru	Post.			1408.0	-41.6	-49.3	7.7	1789223163147	745	0
